image_path,crop,disease,binary_label,class_label,clean_name
Datasets/Potato___Late_blight/64fd9d16-28df-4dd7-9bb5-973bbd9ac6db___RS_LB 4654.JPG,potato,late_blight,1,4,Potato - Late Blight
Datasets/Tomato_Septoria_leaf_spot/b4d1fd1c-27f2-476a-8d86-4636028ea4ab___Matt.S_CG 1271.JPG,tomato,septoria_leaf_spot,1,10,Tomato - Septoria Leaf Spot
Datasets/Tomato__Tomato_YellowLeaf__Curl_Virus/4f9e72d6-8125-4b94-9def-169c2c311721___YLCV_GCREC 2515.JPG,tomato,yellow_leaf_curl,1,13,Tomato - Yellow Leaf Curl Virus
Datasets/Tomato_Late_blight/598065c7-92a5-4497-849f-4707afb0c282___RS_Late.B 5419.JPG,tomato,late_blight,1,8,Tomato - Late Blight
Datasets/Tomato__Target_Spot/845bb305-82c0-43d2-b227-c9cc0d4146d9___Com.G_TgS_FL 0891.JPG,tomato,target_spot,1,12,Tomato - Target Spot
Datasets/Tomato__Target_Spot/8f2ba5ed-f8a4-4b31-9da4-5e4229bd0274___Com.G_TgS_FL 7880.JPG,tomato,target_spot,1,12,Tomato - Target Spot
Datasets/Tomato__Tomato_YellowLeaf__Curl_Virus/6fb75150-5ad0-494c-961c-4a32c95d6acd___UF.GRC_YLCV_Lab 03259.JPG,tomato,yellow_leaf_curl,1,13,Tomato - Yellow Leaf Curl Virus
Datasets/Potato___Early_blight/606e216d-f0b8-4ef3-9bf1-2bee85a13361___RS_Early.B 7094.JPG,potato,early_blight,1,3,Potato - Early Blight
Datasets/Potato___Early_blight/7a04081f-dd48-4a84-b7c1-611a50ae7886___RS_Early.B 8019.JPG,potato,early_blight,1,3,Potato - Early Blight
Datasets/Pepper__bell___Bacterial_spot/8485adde-4e43-4c10-a9b1-be320de27869___NREC_B.Spot 9164.JPG,pepper,bacterial_spot,1,1,Pepper - Bacterial Spot
Datasets/Tomato__Tomato_YellowLeaf__Curl_Virus/6db961db-79dd-4325-93dd-07cfa78b7a2b___YLCV_GCREC 2250.JPG,tomato,yellow_leaf_curl,1,13,Tomato - Yellow Leaf Curl Virus
Datasets/Tomato_Septoria_leaf_spot/fd605711-4030-4d59-b09b-e993bf081a0a___Matt.S_CG 1492.JPG,tomato,septoria_leaf_spot,1,10,Tomato - Septoria Leaf Spot
Datasets/Tomato_Bacterial_spot/4204bf83-0f95-44e0-a372-9f4f23caf9b8___GCREC_Bact.Sp 6263.JPG,tomato,bacterial_spot,1,6,Tomato - Bacterial Spot
Datasets/Tomato_Septoria_leaf_spot/63f2b877-9787-4da3-af27-350609736524___Matt.S_CG 2863.JPG,tomato,septoria_leaf_spot,1,10,Tomato - Septoria Leaf Spot
Datasets/Tomato__Tomato_YellowLeaf__Curl_Virus/74523444-1909-4f6e-a643-05857aa94a74___UF.GRC_YLCV_Lab 09381.JPG,tomato,yellow_leaf_curl,1,13,Tomato - Yellow Leaf Curl Virus
Datasets/Tomato__Tomato_YellowLeaf__Curl_Virus/699befee-1ab5-45a2-a541-e6865230b524___UF.GRC_YLCV_Lab 02252.JPG,tomato,yellow_leaf_curl,1,13,Tomato - Yellow Leaf Curl Virus
Datasets/Potato___Early_blight/5cf3cf9d-0f81-4c75-b1d4-2defb49033c4___RS_Early.B 6806.JPG,potato,early_blight,1,3,Potato - Early Blight
Datasets/Tomato__Target_Spot/148cdbbd-8c98-494d-9768-24dee1079b67___Com.G_TgS_FL 9664.JPG,tomato,target_spot,1,12,Tomato - Target Spot
Datasets/Pepper__bell___Bacterial_spot/b9e58d0f-1b01-43b0-8c50-154b12f5a5f1___JR_B.Spot 8983.JPG,pepper,bacterial_spot,1,1,Pepper - Bacterial Spot
Datasets/Tomato_Bacterial_spot/4552e196-00f9-4de7-9a47-605de7a9ecd0___UF.GRC_BS_Lab Leaf 9296.JPG,tomato,bacterial_spot,1,6,Tomato - Bacterial Spot
Datasets/Tomato__Tomato_YellowLeaf__Curl_Virus/8bd55b06-6ef9-44eb-94c3-99e679e6021b___UF.GRC_YLCV_Lab 02659.JPG,tomato,yellow_leaf_curl,1,13,Tomato - Yellow Leaf Curl Virus
Datasets/Pepper__bell___healthy/99af85d7-aac5-46e9-b60e-ef4f6a8e0898___JR_HL 7697.JPG,pepper,healthy,0,0,Pepper - Healthy
Datasets/Tomato_Late_blight/aa32ce1a-27a6-4371-b119-ff5ea6e34a3d___GHLB_PS Leaf 24 Day 9.jpg,tomato,late_blight,1,8,Tomato - Late Blight
Datasets/Tomato_healthy/c296246d-42ab-4274-9037-df2470e2d3a5___RS_HL 0085.JPG,tomato,healthy,0,5,Tomato - Healthy
Datasets/Tomato_Bacterial_spot/3a28881d-eede-4274-b158-c54ebd1c7164___GCREC_Bact.Sp 3136.JPG,tomato,bacterial_spot,1,6,Tomato - Bacterial Spot
Datasets/Tomato_Bacterial_spot/83881fef-6772-4dea-9e3e-ec32f3ef5ee1___GCREC_Bact.Sp 5818.JPG,tomato,bacterial_spot,1,6,Tomato - Bacterial Spot
Datasets/Tomato_Spider_mites_Two_spotted_spider_mite/c095a7b6-3359-4458-9805-ecf15870f375___Com.G_SpM_FL 8709.JPG,tomato,spider_mites,1,11,Tomato - Spider Mites
Datasets/Tomato__Tomato_YellowLeaf__Curl_Virus/0fada544-d797-4168-bbf4-4f9dcfd24ec8___YLCV_NREC 1993.JPG,tomato,yellow_leaf_curl,1,13,Tomato - Yellow Leaf Curl Virus
Datasets/Tomato__Tomato_YellowLeaf__Curl_Virus/869f5c22-c50e-47fd-8774-242edaec14da___UF.GRC_YLCV_Lab 01603.JPG,tomato,yellow_leaf_curl,1,13,Tomato - Yellow Leaf Curl Virus
Datasets/Tomato_Late_blight/81dc45ec-9ce3-4887-90b5-b091276a9245___RS_Late.B 4957.JPG,tomato,late_blight,1,8,Tomato - Late Blight
Datasets/Tomato_Bacterial_spot/f8efccbd-9721-4291-a095-9fb29527bbc4___UF.GRC_BS_Lab Leaf 0235.JPG,tomato,bacterial_spot,1,6,Tomato - Bacterial Spot
Datasets/Tomato_Bacterial_spot/373f5689-ca40-4b44-836d-c9a343d984f5___UF.GRC_BS_Lab Leaf 9295.JPG,tomato,bacterial_spot,1,6,Tomato - Bacterial Spot
Datasets/Potato___Late_blight/e48ffe4c-d920-4559-83ab-62d9d881d787___RS_LB 4129.JPG,potato,late_blight,1,4,Potato - Late Blight
Datasets/Tomato_healthy/003944fc-3b99-4a0f-9ed4-0e07352fd8b3___RS_HL 9844.JPG,tomato,healthy,0,5,Tomato - Healthy
Datasets/Tomato_Septoria_leaf_spot/f67c02ff-c04b-4991-9fdb-b508629f0fea___Matt.S_CG 0862.JPG,tomato,septoria_leaf_spot,1,10,Tomato - Septoria Leaf Spot
Datasets/Tomato_Spider_mites_Two_spotted_spider_mite/e413f08a-f5dd-454a-b059-b81bb35c8509___Com.G_SpM_FL 8470.JPG,tomato,spider_mites,1,11,Tomato - Spider Mites
Datasets/Tomato_Spider_mites_Two_spotted_spider_mite/fa497010-52f0-46df-90ab-c40e1d9bb34b___Com.G_SpM_FL 8542.JPG,tomato,spider_mites,1,11,Tomato - Spider Mites
Datasets/Tomato__Tomato_YellowLeaf__Curl_Virus/3fea8433-183a-41c5-ad05-b203368dc9a8___UF.GRC_YLCV_Lab 01788.JPG,tomato,yellow_leaf_curl,1,13,Tomato - Yellow Leaf Curl Virus
Datasets/Tomato_Leaf_Mold/1f64f046-46e6-47b3-91ef-31c2433face3___Crnl_L.Mold 9089.JPG,tomato,leaf_mold,1,9,Tomato - Leaf Mold
Datasets/Pepper__bell___healthy/6a6a7f87-4efb-43c7-ae36-1f9db31246f2___JR_HL 7703.JPG,pepper,healthy,0,0,Pepper - Healthy
Datasets/Tomato__Tomato_YellowLeaf__Curl_Virus/3d3b43fc-c64d-4999-a3c5-3b4a01b40c68___UF.GRC_YLCV_Lab 02838.JPG,tomato,yellow_leaf_curl,1,13,Tomato - Yellow Leaf Curl Virus
Datasets/Potato___Late_blight/de63bbba-d8d0-4e74-95d7-6d5adfcd0955___RS_LB 3222.JPG,potato,late_blight,1,4,Potato - Late Blight
Datasets/Tomato_Leaf_Mold/272c102c-6c18-4e3a-a64c-078bce56bde1___Crnl_L.Mold 6889.JPG,tomato,leaf_mold,1,9,Tomato - Leaf Mold
Datasets/Tomato_healthy/7a5fe2a0-ac85-4a37-b0f6-8cfc8fb21c9c___RS_HL 9865.JPG,tomato,healthy,0,5,Tomato - Healthy
Datasets/Tomato__Tomato_YellowLeaf__Curl_Virus/44351256-a633-48d5-bcfa-8a135149ad0f___YLCV_NREC 2136.JPG,tomato,yellow_leaf_curl,1,13,Tomato - Yellow Leaf Curl Virus
Datasets/Tomato__Tomato_YellowLeaf__Curl_Virus/387e6296-d42c-4b9a-b97d-96eaa0d3f531___UF.GRC_YLCV_Lab 01409.JPG,tomato,yellow_leaf_curl,1,13,Tomato - Yellow Leaf Curl Virus
Datasets/Potato___Late_blight/794fae1d-55b2-4275-8fce-174728963813___RS_LB 2841.JPG,potato,late_blight,1,4,Potato - Late Blight
Datasets/Tomato_healthy/ce081d63-8710-460f-9f20-cc67ef62fa37___RS_HL 9685.JPG,tomato,healthy,0,5,Tomato - Healthy
Datasets/Potato___Early_blight/c4b16bb7-f358-4010-a04c-10206bad02e9___RS_Early.B 8391.JPG,potato,early_blight,1,3,Potato - Early Blight
Datasets/Pepper__bell___healthy/35bac1bd-0af2-45ad-a1c0-4b19dc070240___JR_HL 7950.JPG,pepper,healthy,0,0,Pepper - Healthy
Datasets/Tomato_healthy/fa55bcc1-cda8-458e-a137-579f1dc1bda8___RS_HL 9845.JPG,tomato,healthy,0,5,Tomato - Healthy
Datasets/Tomato__Tomato_mosaic_virus/6ebb483a-d1b6-4d7d-aad1-e717c2a36167___PSU_CG 2286.JPG,tomato,mosaic_virus,1,14,Tomato - Mosaic Virus
Datasets/Tomato_healthy/ec2ace5b-0368-4012-a46e-21236926193c___RS_HL 0086.JPG,tomato,healthy,0,5,Tomato - Healthy
Datasets/Tomato_healthy/e3b5600f-9c88-4060-826f-aa7c972c9325___GH_HL Leaf 291.JPG,tomato,healthy,0,5,Tomato - Healthy
Datasets/Tomato_Leaf_Mold/158d72b9-7f14-4466-9b20-13909636294f___Crnl_L.Mold 8829.JPG,tomato,leaf_mold,1,9,Tomato - Leaf Mold
Datasets/Tomato_Late_blight/0920260a-69be-47bb-bb71-8a2c2cab149b___GHLB2 Leaf 88.1.JPG,tomato,late_blight,1,8,Tomato - Late Blight
Datasets/Tomato_Spider_mites_Two_spotted_spider_mite/c0d069ac-9dd3-47b8-bb09-3d690374f775___Com.G_SpM_FL 1700.JPG,tomato,spider_mites,1,11,Tomato - Spider Mites
Datasets/Tomato_Early_blight/7b962f23-1e0e-4c28-b741-d21c51ab6d4b___RS_Erly.B 7835.JPG,tomato,early_blight,1,7,Tomato - Early Blight
Datasets/Tomato_Late_blight/b5f3f7a5-26ab-4696-b94e-9f2d7c472254___RS_Late.B 6074.JPG,tomato,late_blight,1,8,Tomato - Late Blight
Datasets/Tomato_Late_blight/712f0702-863c-487b-99b7-8e0c5284b91e___RS_Late.B 6363.JPG,tomato,late_blight,1,8,Tomato - Late Blight
Datasets/Tomato_Late_blight/9ed7a670-72d9-4bb7-adcb-6aeb2eecb5db___GHLB Leaf 23.5 Day 12.JPG,tomato,late_blight,1,8,Tomato - Late Blight
Datasets/Tomato_healthy/7c879fc2-09b8-47ab-af57-2508cc854861___GH_HL Leaf 380.JPG,tomato,healthy,0,5,Tomato - Healthy
Datasets/Tomato_Late_blight/a2405206-ef97-4d3c-b143-ec07ac51f89e___GHLB2 Leaf 8555.JPG,tomato,late_blight,1,8,Tomato - Late Blight
Datasets/Tomato__Tomato_YellowLeaf__Curl_Virus/212c4a54-ad9a-4d6f-94c5-d77f1b7ac20d___YLCV_GCREC 2782.JPG,tomato,yellow_leaf_curl,1,13,Tomato - Yellow Leaf Curl Virus
Datasets/Tomato_Spider_mites_Two_spotted_spider_mite/e779d799-2088-4dd1-a125-997548d55db9___Com.G_SpM_FL 1637.JPG,tomato,spider_mites,1,11,Tomato - Spider Mites
Datasets/Potato___Late_blight/eb34280e-0cfb-4166-a9b8-a15892c9ff5c___RS_LB 4450.JPG,potato,late_blight,1,4,Potato - Late Blight
Datasets/Potato___Late_blight/d752ca70-320b-4d33-970f-8f3eead9141e___RS_LB 3166.JPG,potato,late_blight,1,4,Potato - Late Blight
Datasets/Tomato_Early_blight/a8cade96-090a-4dcd-bc79-d13a4046370d___RS_Erly.B 7721.JPG,tomato,early_blight,1,7,Tomato - Early Blight
Datasets/Tomato__Tomato_YellowLeaf__Curl_Virus/1c915a75-66fa-439a-8772-8c794e2cc19b___YLCV_GCREC 2861.JPG,tomato,yellow_leaf_curl,1,13,Tomato - Yellow Leaf Curl Virus
Datasets/Tomato_Spider_mites_Two_spotted_spider_mite/79ae335e-dbb0-4bb0-8003-6dba7402cbd5___Com.G_SpM_FL 1302.JPG,tomato,spider_mites,1,11,Tomato - Spider Mites
Datasets/Tomato__Target_Spot/7393add5-2fd1-4fae-8b2f-44770dc56a69___Com.G_TgS_FL 9719.JPG,tomato,target_spot,1,12,Tomato - Target Spot
Datasets/Tomato__Tomato_YellowLeaf__Curl_Virus/0a1e2ed0-619c-43da-8c47-f8000a252954___UF.GRC_YLCV_Lab 03060.JPG,tomato,yellow_leaf_curl,1,13,Tomato - Yellow Leaf Curl Virus
Datasets/Tomato_Late_blight/a202fc9d-50ed-43eb-9a75-348348549924___GHLB2 Leaf 8736.JPG,tomato,late_blight,1,8,Tomato - Late Blight
Datasets/Pepper__bell___healthy/fd5e2303-c2d1-464e-ac93-8e1c357906bb___JR_HL 8342.JPG,pepper,healthy,0,0,Pepper - Healthy
Datasets/Tomato_healthy/6bcd0525-7b7a-4503-aff0-73cc04db5105___RS_HL 9916.JPG,tomato,healthy,0,5,Tomato - Healthy
Datasets/Tomato_Septoria_leaf_spot/12c64d46-1639-491f-a4d7-534288b0ba0a___Matt.S_CG 7603.JPG,tomato,septoria_leaf_spot,1,10,Tomato - Septoria Leaf Spot
Datasets/Potato___Late_blight/33fa45a7-e6ff-4e75-9c6e-28570fdfedb6___RS_LB 3054.JPG,potato,late_blight,1,4,Potato - Late Blight
Datasets/Tomato__Tomato_YellowLeaf__Curl_Virus/6262e790-cfd9-4e45-bbbc-77db5c2064e7___YLCV_NREC 2328.JPG,tomato,yellow_leaf_curl,1,13,Tomato - Yellow Leaf Curl Virus
Datasets/Tomato_Spider_mites_Two_spotted_spider_mite/fe7f0ec0-35b0-49b0-836e-1fa902ee7723___Com.G_SpM_FL 8739.JPG,tomato,spider_mites,1,11,Tomato - Spider Mites
Datasets/Tomato_Late_blight/2a295211-a73b-4460-95c5-81842743518f___RS_Late.B 5116.JPG,tomato,late_blight,1,8,Tomato - Late Blight
Datasets/Tomato_Late_blight/014d4972-1301-46d3-afc4-56470b774137___GHLB2 Leaf 8831.JPG,tomato,late_blight,1,8,Tomato - Late Blight
Datasets/Tomato_Septoria_leaf_spot/708cabe9-6a4e-4151-a32e-57a4bd910fa2___Matt.S_CG 2562.JPG,tomato,septoria_leaf_spot,1,10,Tomato - Septoria Leaf Spot
Datasets/Tomato_Bacterial_spot/e99d601c-2ff0-4029-84c9-74e17fae209f___GCREC_Bact.Sp 6259.JPG,tomato,bacterial_spot,1,6,Tomato - Bacterial Spot
Datasets/Tomato_Spider_mites_Two_spotted_spider_mite/692c61b0-262f-4970-9ed1-08441b754ebb___Com.G_SpM_FL 8774.JPG,tomato,spider_mites,1,11,Tomato - Spider Mites
Datasets/Tomato_Septoria_leaf_spot/7acd10ed-a101-4467-856a-f3483493182a___Keller.St_CG 1862.JPG,tomato,septoria_leaf_spot,1,10,Tomato - Septoria Leaf Spot
Datasets/Tomato_healthy/79e38a3e-8170-44e3-a7ce-e00bbbcf24dc___GH_HL Leaf 460.JPG,tomato,healthy,0,5,Tomato - Healthy
Datasets/Tomato__Tomato_mosaic_virus/7d688270-b9e9-41fb-a22a-6af2f6285b46___PSU_CG 2091.JPG,tomato,mosaic_virus,1,14,Tomato - Mosaic Virus
Datasets/Tomato__Tomato_YellowLeaf__Curl_Virus/0cadd488-b8bd-4396-830d-c5bae89571e4___YLCV_NREC 0083.JPG,tomato,yellow_leaf_curl,1,13,Tomato - Yellow Leaf Curl Virus
Datasets/Potato___Late_blight/4ac84ca7-f60a-406e-938d-40f4ba5b75ce___RS_LB 2731.JPG,potato,late_blight,1,4,Potato - Late Blight
Datasets/Tomato_Spider_mites_Two_spotted_spider_mite/0e20026b-8b12-4c86-bd41-3e10ea0fae44___Com.G_SpM_FL 1668.JPG,tomato,spider_mites,1,11,Tomato - Spider Mites
Datasets/Tomato__Tomato_YellowLeaf__Curl_Virus/7447f09a-4155-433a-b7d7-ce8c6fc2cba7___UF.GRC_YLCV_Lab 02093.JPG,tomato,yellow_leaf_curl,1,13,Tomato - Yellow Leaf Curl Virus
Datasets/Potato___healthy/875d6ded-5f01-495c-a945-ad2e17f87f91___RS_HL 1848.JPG,potato,healthy,0,2,Potato - Healthy
Datasets/Pepper__bell___healthy/6c88680c-ed4b-45ba-a8d0-90d6ee26d618___JR_HL 7925.JPG,pepper,healthy,0,0,Pepper - Healthy
Datasets/Tomato_Spider_mites_Two_spotted_spider_mite/0eead1ad-106f-4bb7-8e9e-4ed03cdeb7ab___Com.G_SpM_FL 1319.JPG,tomato,spider_mites,1,11,Tomato - Spider Mites
Datasets/Tomato__Target_Spot/9e498959-9c1a-460d-a383-b45fe86ba946___Com.G_TgS_FL 9922.JPG,tomato,target_spot,1,12,Tomato - Target Spot
Datasets/Tomato_Leaf_Mold/5f3285ca-687c-4466-8581-93eb7d8a6af5___Crnl_L.Mold 6686.JPG,tomato,leaf_mold,1,9,Tomato - Leaf Mold
Datasets/Tomato_Septoria_leaf_spot/a6e00d31-f88a-4e11-98e1-d3897a0d5684___Keller.St_CG 1822.JPG,tomato,septoria_leaf_spot,1,10,Tomato - Septoria Leaf Spot
Datasets/Potato___Early_blight/a4ac4e39-1342-4b1d-806a-98789876a701___RS_Early.B 8953.JPG,potato,early_blight,1,3,Potato - Early Blight
Datasets/Tomato_Bacterial_spot/8e2b3e53-24b7-4817-a50f-c5e972b9ae83___GCREC_Bact.Sp 5856.JPG,tomato,bacterial_spot,1,6,Tomato - Bacterial Spot
Datasets/Tomato_healthy/55bcfcce-70f4-4634-8107-0a8207da2b14___GH_HL Leaf 317.2.JPG,tomato,healthy,0,5,Tomato - Healthy
Datasets/Tomato_Bacterial_spot/ae92bca1-f5f0-4463-9459-97b61b826838___GCREC_Bact.Sp 3740.JPG,tomato,bacterial_spot,1,6,Tomato - Bacterial Spot
Datasets/Tomato_Septoria_leaf_spot/9b1c7c43-4440-48e8-8a28-02f78ab73588___JR_Sept.L.S 8424.JPG,tomato,septoria_leaf_spot,1,10,Tomato - Septoria Leaf Spot
Datasets/Tomato_Late_blight/ab542ed7-985c-4d7c-a2ad-a5ba19b9496e___RS_Late.B 6454.JPG,tomato,late_blight,1,8,Tomato - Late Blight
Datasets/Tomato_Late_blight/08c1db4d-e947-4499-beff-ed2d8025d725___RS_Late.B 6113.JPG,tomato,late_blight,1,8,Tomato - Late Blight
Datasets/Tomato_Bacterial_spot/b760ae3c-bca5-48e1-bce3-a03e515dea88___GCREC_Bact.Sp 3322.JPG,tomato,bacterial_spot,1,6,Tomato - Bacterial Spot
Datasets/Tomato__Tomato_mosaic_virus/97aa541d-9ac5-4933-8977-2bd64094ad38___PSU_CG 2070.JPG,tomato,mosaic_virus,1,14,Tomato - Mosaic Virus
Datasets/Tomato__Target_Spot/dd53ec50-e941-4b29-a49f-1c5c3c56ed9a___Com.G_TgS_FL 8329.JPG,tomato,target_spot,1,12,Tomato - Target Spot
Datasets/Tomato__Target_Spot/fd5fba19-588d-4053-beef-c77be7b3db95___Com.G_TgS_FL 8044.JPG,tomato,target_spot,1,12,Tomato - Target Spot
Datasets/Tomato_Late_blight/56fff1a0-e145-4cf8-a2e0-925d9fae1e24___GHLB Leaf 25 Day 12.JPG,tomato,late_blight,1,8,Tomato - Late Blight
Datasets/Tomato_Early_blight/65e02ee3-6760-4416-b1a5-9556bea43d0b___RS_Erly.B 7772.JPG,tomato,early_blight,1,7,Tomato - Early Blight
Datasets/Tomato_healthy/1fee5d1d-ab19-43ed-bef2-9547bbd1fdc9___RS_HL 0137.JPG,tomato,healthy,0,5,Tomato - Healthy
Datasets/Pepper__bell___healthy/d382a1c3-8bd6-4a24-a231-a99b61404e48___JR_HL 8692.JPG,pepper,healthy,0,0,Pepper - Healthy
Datasets/Pepper__bell___healthy/4652c2fe-d7b7-430a-986b-d63820123cc8___JR_HL 8764.JPG,pepper,healthy,0,0,Pepper - Healthy
Datasets/Tomato_healthy/96d85e53-b980-42f7-8e3d-cd6f7ec9c287___GH_HL Leaf 520.5.JPG,tomato,healthy,0,5,Tomato - Healthy
Datasets/Tomato_Leaf_Mold/077218cb-00b9-4bdf-b091-108a42c7a601___Crnl_L.Mold 7118.JPG,tomato,leaf_mold,1,9,Tomato - Leaf Mold
Datasets/Potato___Late_blight/8c1960cd-20e2-4a9c-a1ee-9800289b884f___RS_LB 3941.JPG,potato,late_blight,1,4,Potato - Late Blight
Datasets/Tomato_Septoria_leaf_spot/819e02d3-94fc-4903-b963-dbe0ff5fc8ad___JR_Sept.L.S 8445.JPG,tomato,septoria_leaf_spot,1,10,Tomato - Septoria Leaf Spot
Datasets/Tomato__Tomato_YellowLeaf__Curl_Virus/100e0500-25e7-4ecf-bbff-47b59472f911___UF.GRC_YLCV_Lab 01282.JPG,tomato,yellow_leaf_curl,1,13,Tomato - Yellow Leaf Curl Virus
Datasets/Tomato_healthy/a1414092-da7c-4e7e-9b25-6fb76e07285b___RS_HL 0247.JPG,tomato,healthy,0,5,Tomato - Healthy
Datasets/Potato___Late_blight/6f2f2f80-80f5-4f0b-86f6-a0d9b0fa4cbc___RS_LB 4034.JPG,potato,late_blight,1,4,Potato - Late Blight
Datasets/Tomato_Bacterial_spot/1d6494e5-d659-47f2-a854-95f7633f8018___GCREC_Bact.Sp 6102.JPG,tomato,bacterial_spot,1,6,Tomato - Bacterial Spot
Datasets/Tomato_Bacterial_spot/98f8190e-9d84-4962-a833-a48643a91d4d___GCREC_Bact.Sp 3753.JPG,tomato,bacterial_spot,1,6,Tomato - Bacterial Spot
Datasets/Tomato__Tomato_YellowLeaf__Curl_Virus/5cca9ef3-355a-49a5-a472-61fc9f4a2685___UF.GRC_YLCV_Lab 03229.JPG,tomato,yellow_leaf_curl,1,13,Tomato - Yellow Leaf Curl Virus
Datasets/Tomato__Target_Spot/babed586-ddef-4d50-9e09-b5153eda0aaf___Com.G_TgS_FL 0051.JPG,tomato,target_spot,1,12,Tomato - Target Spot
Datasets/Tomato__Target_Spot/17975abb-ad00-4e50-bf84-7e5d5dd07880___Com.G_TgS_FL 0769.JPG,tomato,target_spot,1,12,Tomato - Target Spot
Datasets/Tomato__Target_Spot/b8977b6d-9de4-43dc-b1e2-690f3d1bfe23___Com.G_TgS_FL 9861.JPG,tomato,target_spot,1,12,Tomato - Target Spot
Datasets/Tomato_Septoria_leaf_spot/0751d5c2-c59a-4c96-b348-2a9d3c8c8333___Matt.S_CG 6845.JPG,tomato,septoria_leaf_spot,1,10,Tomato - Septoria Leaf Spot
Datasets/Potato___Late_blight/563f8e2a-0a5f-4920-aee5-ad98269c8144___RS_LB 4798.JPG,potato,late_blight,1,4,Potato - Late Blight
Datasets/Pepper__bell___Bacterial_spot/836b4b9e-85d5-47bc-ad93-9ab31b07be3d___JR_B.Spot 3361.JPG,pepper,bacterial_spot,1,1,Pepper - Bacterial Spot
Datasets/Tomato_Late_blight/3daa7759-9d45-4173-b73d-a7fca9800c45___GHLB2 Leaf 8573.JPG,tomato,late_blight,1,8,Tomato - Late Blight
Datasets/Tomato__Target_Spot/17b9c917-6c33-4f94-a976-64812727073c___Com.G_TgS_FL 7875.JPG,tomato,target_spot,1,12,Tomato - Target Spot
Datasets/Tomato_Leaf_Mold/02415b3d-2ba8-4654-8398-a480ad901bbf___Crnl_L.Mold 8645.JPG,tomato,leaf_mold,1,9,Tomato - Leaf Mold
Datasets/Tomato_Spider_mites_Two_spotted_spider_mite/9a1152b9-1550-48f3-afd6-4e5cc587807a___Com.G_SpM_FL 1639.JPG,tomato,spider_mites,1,11,Tomato - Spider Mites
Datasets/Tomato__Target_Spot/73e76ee2-93a2-4265-b4ca-ce419ad3cb35___Com.G_TgS_FL 8359.JPG,tomato,target_spot,1,12,Tomato - Target Spot
Datasets/Tomato_Bacterial_spot/06ac210d-bdb1-4224-9053-c218cb14fa60___GCREC_Bact.Sp 3220.JPG,tomato,bacterial_spot,1,6,Tomato - Bacterial Spot
Datasets/Tomato_Spider_mites_Two_spotted_spider_mite/766b7b10-3fb4-4c65-80bc-488715e321e6___Com.G_SpM_FL 1488.JPG,tomato,spider_mites,1,11,Tomato - Spider Mites
Datasets/Tomato_Late_blight/ddbd7e1c-c100-4298-a7f5-ebae1e9cff38___GHLB Leaf 1 Day 12.JPG,tomato,late_blight,1,8,Tomato - Late Blight
Datasets/Tomato__Tomato_YellowLeaf__Curl_Virus/21401648-7356-4019-9781-516afa0ff7c4___UF.GRC_YLCV_Lab 02527.JPG,tomato,yellow_leaf_curl,1,13,Tomato - Yellow Leaf Curl Virus
Datasets/Tomato_Leaf_Mold/146ceb05-4beb-4a1c-9ba5-233f9f1ff0fa___Crnl_L.Mold 6985.JPG,tomato,leaf_mold,1,9,Tomato - Leaf Mold
Datasets/Tomato__Tomato_YellowLeaf__Curl_Virus/124d64c3-37d2-4192-b7ec-998a811b4e1e___UF.GRC_YLCV_Lab 01626.JPG,tomato,yellow_leaf_curl,1,13,Tomato - Yellow Leaf Curl Virus
Datasets/Tomato__Target_Spot/dbd393bd-b5db-4edc-a416-a52ac8b37b7c___Com.G_TgS_FL 8201.JPG,tomato,target_spot,1,12,Tomato - Target Spot
Datasets/Tomato_Leaf_Mold/91a2c537-6b7c-463a-b59e-0f8b3ea8865b___Crnl_L.Mold 6526.JPG,tomato,leaf_mold,1,9,Tomato - Leaf Mold
Datasets/Tomato_Late_blight/853e9c8a-d5b3-4fff-a9a3-f047812aa4a3___RS_Late.B 5240.JPG,tomato,late_blight,1,8,Tomato - Late Blight
Datasets/Pepper__bell___healthy/14a817b1-7628-4bfd-99a5-495a0581cb6c___JR_HL 8729.JPG,pepper,healthy,0,0,Pepper - Healthy
Datasets/Tomato__Tomato_YellowLeaf__Curl_Virus/1e02db5d-5674-4bfe-ac90-64fb69abfad1___UF.GRC_YLCV_Lab 02989.JPG,tomato,yellow_leaf_curl,1,13,Tomato - Yellow Leaf Curl Virus
Datasets/Tomato_Early_blight/0ae44a6c-1213-4312-a11b-c7c5d4e585d0___RS_Erly.B 9442.JPG,tomato,early_blight,1,7,Tomato - Early Blight
Datasets/Pepper__bell___healthy/ab275c68-52f9-4e4d-93de-5df1b7864b8d___JR_HL 8461.JPG,pepper,healthy,0,0,Pepper - Healthy
Datasets/Pepper__bell___healthy/9d3315cd-67a3-42be-8002-a3fa5950bbd8___JR_HL 7932.JPG,pepper,healthy,0,0,Pepper - Healthy
Datasets/Tomato_Late_blight/a3deb552-d098-4b15-992a-d6f2fc49ae4c___GHLB2 Leaf 109.1.JPG,tomato,late_blight,1,8,Tomato - Late Blight
Datasets/Tomato__Target_Spot/8008e245-fb5d-49e8-82d9-82f3efce0ece___Com.G_TgS_FL 0702.JPG,tomato,target_spot,1,12,Tomato - Target Spot
